product_id,product_link,product_description,product_image,Processor_Name,Processor_Generation,Clock_Speed,SSD_Capacity,RAM,Graphic_Processor,Graphic_Memory,Touchscreen,Screen_Size,Screen_Resolution,Refresh_Rate,price
COMGADGHNBK494MP,https://www.flipkart.com/product/p/item?pid=COMGADGHNBK494MP,Lenovo Ideapad AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15ALC6 Laptop,https://rukminim1.flixcart.com/image/416/416/kxuqdu80/computer/o/u/j/lenovo-core-i5-laptop-lenovo-original-imaga7u8ehmnfggx.jpeg?q=70,Ryzen 5 Hexa Core,,2.1 GHz,512 GB,8 GB,AMD Radeon,,No,39.62 cm (15.6 inch),1920 X 1080$$Pixels pixel,,"44,883"
COMGBP5FDEBNMTGG,https://www.flipkart.com/product/p/item?pid=COMGBP5FDEBNMTGG,DELL Vostro Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) vostro 3510 icl Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/kzvlua80/computer/e/y/f/vostro-3510-thin-and-light-laptop-dell-original-imagbsn5hgcnmxqs.jpeg?q=70,Core i3,10th Gen,1.2 GHz Upto Max Turbo Frequency at 3.4 GHz,512 GB,8 GB,Intel Integrated UHD,,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,,"40,690"
COMGMM3HW2HPGKDB,https://www.flipkart.com/product/p/item?pid=COMGMM3HW2HPGKDB,Infinix INBook Y1 Plus Intel Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL28 Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/m/u/z/-original-imagmxurgcshfkx7.jpeg?q=70,Core i3,10th Gen,"Base Frequency 1.2 GHz, Max Turbo Frequency at 3.4 GHz",512 GB,8 GB,Intel Integrated UHD,,No,39.62 cm (15.6 inch),1920 x 1080 Pixels,60 Hz,"29,990"
COMG9UD4UN2ZZGDM,https://www.flipkart.com/product/p/item?pid=COMG9UD4UN2ZZGDM,APPLE MacBook Air M1 - (16 GB/256 GB SSD/Mac OS Big Sur) Z124J005KD,https://rukminim1.flixcart.com/image/416/416/kyt0ya80/computer/i/d/p/na-thin-and-light-laptop-apple-original-imagaygvtvf6cx8h.jpeg?q=70,M1,,,256 GB,16 GB,NA,,No,33.78 cm (13.3 inch),2560 x 1600 Pixels,,"1,11,990"
COMGH47NST7ZHJG5,https://www.flipkart.com/product/p/item?pid=COMGH47NST7ZHJG5,HP Envy x360 Creator Intel Evo Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 15-ew0040TU Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/w/p/3/15-ew0043tu-thin-and-light-laptop-hp-original-imaghrgttxtdcnfy.jpeg?q=70,Core i5,12th Gen,"Base Frequency 3.30 GHz, Max Turbo Boost Frequency Up to 4.40 GHz",512 GB,16 GB,Intel Integrated Iris Xe,,Yes,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"80,990"
COMGJ75H8AP2MDAY,https://www.flipkart.com/product/p/item?pid=COMGJ75H8AP2MDAY,DELL Ryzen 9 Octa Core 6900HX - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/165 Hz) New Gaming G15 Ryzen Edition Gaming Laptop,https://rukminim1.flixcart.com/image/416/416/l45xea80/computer/7/5/r/g15-5525-gaming-laptop-dell-original-imagf4haxvzux68z.jpeg?q=70,Ryzen 9 Octa Core,,3.3 GHz upto max turbo frequency at 4.9 Ghz,1 TB,16 GB,NVIDIA GeForce RTX 3060,6 GB,No,96.52 cm (38 cm),1920 x 1080 Pixel,165 Hz,"1,36,990"
COMGF3B75NKJGJNF,https://www.flipkart.com/product/p/item?pid=COMGF3B75NKJGJNF,DELL Inspiron Ryzen 3 Quad Core 5425U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3525 Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/l1mh7rk0/computer/e/4/q/inspiron-3525-notebook-dell-original-imagd5k6ykzvkhdc.jpeg?q=70,Ryzen 3 Quad Core,,"Base Frequency 2.7 GHz, Max Turbo Frequency at 4.1 GHz",512 GB,8 GB,AMD Radeon AMD,,No,39.62 cm (15.6 inch),1920 x 1080 Pixels,,"41,890"
COMGEY8WZYTQCXMG,https://www.flipkart.com/product/p/item?pid=COMGEY8WZYTQCXMG,MSI Core i7 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650 MAX Q/144 Hz) GF63 Thin 11SC-852IN Gaming Laptop,https://rukminim1.flixcart.com/image/416/416/l2qhjm80/computer/l/t/g/gf63-thin-11uc-867in-gaming-laptop-msi-original-imageyk5hzuthuyf.jpeg?q=70,Core i7,11th Gen,2.3 GHz upto Max turbo frequency at 4.6 Ghz,512 GB,8 GB,NVIDIA GeForce GTX 1650 MAX Q,4 GB,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,144 Hz,"72,990"
COMGZKHQR4TGKEBB,https://www.flipkart.com/product/p/item?pid=COMGZKHQR4TGKEBB,ASUS Vivobook S 14 Flip Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home) TN3402QA-LZ740WS Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/j/6/p/-original-imagqdubhwatqz9t.jpeg?q=70,Ryzen 7 Octa Core,,3.2GHz Upto 4.4GHz,512 GB,16 GB,AMD Radeon AMD,,Yes,35.56 cm (14 Inch),1920 x 1200 Pixel,,"67,990"
COMGGHMEP2NFGUMH,https://www.flipkart.com/product/p/item?pid=COMGGHMEP2NFGUMH,ASUS Vivobook 16X Ryzen 7 Octa Core AMD Ryzen 7 5800H - (16 GB/512 GB SSD/Windows 11 Home) M1603QA-MB712WS Notebook,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/g/n/i/m1603qa-mb712ws-notebook-asus-original-imagghmes5azfudv.jpeg?q=70,Ryzen 7 Octa Core,,3.2 Ghz. Turbo Upto 4.4 Ghz.,512 GB,16 GB,AMD Radeon AMD Radeon Vega 7,,No,40.64 cm (16 inch),1920 x 1200 pixel,,"59,990"
COMG4BX9FCPBCCRW,https://www.flipkart.com/product/p/item?pid=COMG4BX9FCPBCCRW,DELL Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10) Inspiron 5418 Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/kod858w0/computer/m/g/z/na-notebook-dell-original-imag2u9tttgfmsvx.jpeg?q=70,Core i5,11th Gen,2.6 GHz upto Max Turbo Frequency at 4.4 GHz,512 GB,16 GB,Intel Integrated Iris Xe,,No,35.56 cm (14 inches),1920 x 1080 Pixels,,"61,900"
COMGCFNZUUHGWNRZ,https://www.flipkart.com/product/p/item?pid=COMGCFNZUUHGWNRZ,Lenovo IdeaPad Gaming 3 Ryzen 7 Octa Core AMD R7-5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) 15ACH6 Gaming Laptop,https://rukminim1.flixcart.com/image/416/416/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70,Ryzen 7 Octa Core,,3.2 GHz upto max turbo frequency at 4.4 Ghz,512 GB,16 GB,NVIDIA GeForce RTX 3050,4 GB,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"80,990"
COMGFYQZMX5RCZFX,https://www.flipkart.com/product/p/item?pid=COMGFYQZMX5RCZFX,ASUS ROG Flow Z13 (2022) with RTX 3080 eGPU Core i9 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti/60 Hz) GZ301ZE-LC193WS Gaming Laptop,https://rukminim1.flixcart.com/image/416/416/l4n2oi80/computer/l/0/n/-original-imagfhpzzb36whbn.jpeg?q=70,Core i9,12th Gen,2.5 GHz GHz with Max Turbo Boost Frequency Up to 5.00 GHz,1 TB,16 GB,NVIDIA GeForce RTX 3050 Ti,4 GB,Yes,34.04 cm (13.4 Inch),3840 x 2400 Pixel,60 Hz,"3,04,980"
COMGMGXFGSRS4QXK,https://www.flipkart.com/product/p/item?pid=COMGMGXFGSRS4QXK,ASUS Vivobook 16 (2023) Ryzen 5 Hexa Core 7530U - (8 GB/1 TB SSD/Windows 11 Home) M1605YA-MB531WS Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/g/h/i/-original-imagpxgrhgrsrppn.jpeg?q=70,Ryzen 5 Hexa Core,,2.0 GHz upto max turbo frequency at 4.5 Ghz,1 TB,8 GB,AMD Radeon AMD,,No,40.64 cm (16 Inch),1920 x 1200 Pixel,,"56,990"
COMGNP9PAR67CM7F,https://www.flipkart.com/product/p/item?pid=COMGNP9PAR67CM7F,ASUS Vivobook Pro 15 Ryzen 5 Hexa Core 5600H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/144 Hz) M6500QC-HN542WS Creator Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/i/s/4/m6500qc-hn742ws-creator-laptop-asus-original-imagnpk8aquksxgr.jpeg?q=70,Ryzen 5 Hexa Core,,3.3 Ghz. Turbo Upto 4.2 Ghz.,512 GB,16 GB,NVIDIA GeForce RTX 3050,4 GB,No,39.62 cm (15.6 inch),1920x1080$$Pixels pixel,144 Hz,"68,990"
COMGFWCYZ3GYT3WZ,https://www.flipkart.com/product/p/item?pid=COMGFWCYZ3GYT3WZ,ASUS ROG Zephyrus G15 Ryzen 9 Octa Core AMD R9-6900HS - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070 Ti/240 Hz) GA503RW-LN067WS Gaming Laptop,https://rukminim1.flixcart.com/image/416/416/l58iaa80/computer/e/u/f/ga503rm-hq030ws-gaming-laptop-asus-original-imagfyjedtcx2vfw.jpeg?q=70,Ryzen 9 Octa Core,,Up to 4.9 GHz max boost,1 TB,16 GB,NVIDIA GeForce RTX 3070 Ti,8 GB,No,39.62 cm (15.6 inch),2560 x 1440 Pixel,240 Hz,"1,89,990"
COMGHZGHTFSE2WJZ,https://www.flipkart.com/product/p/item?pid=COMGHZGHTFSE2WJZ,APPLE 2023 MacBook Pro M2 Pro - (16 GB/512 GB SSD/macOS Ventura) MNWC3HN/A,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/l/o/a/mnwc3hn-a-laptop-apple-original-imagmfhegkrgcnhp.jpeg?q=70,M2 Pro,,,512 GB,16 GB,NA,,No,40.64 cm (16 Inch),3456 x 2234 Pixel,,"2,29,990"
COMGMGSJYJE8PGEA,https://www.flipkart.com/product/p/item?pid=COMGMGSJYJE8PGEA,MSI Core i7 13th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 4050) Katana 17 B13VEK-254IN Gaming Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/s/n/d/katana-17-b13vfk-253in-gaming-laptop-msi-original-imagmmhgf9gjkhzf.jpeg?q=70,Core i7,13th Gen,3.6 GHz upto max turbo frequency at 4.9 Ghz,1 TB,16 GB,NVIDIA GeForce RTX 4050,6 GB,No,43.94 cm (17.3 Inch),1920 x 1080 Pixel,,"1,29,990"
COMGARNUPNRQMWGD,https://www.flipkart.com/product/p/item?pid=COMGARNUPNRQMWGD,ASUS VivoBook Flip 14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) TP470EA-EC512WS 2 in 1 Laptop,https://rukminim1.flixcart.com/image/416/416/l3t2fm80/computer/p/q/q/-original-imageuecysr3cuca.jpeg?q=70,Core i5,11th Gen,4.2,512 GB,8 GB,Intel Integrated Iris Xe Graphics,,Yes,35.56 cm (14 Inch),1920 x 1080 Pixels,,"63,990"
COMGCRYGGMZFNSPZ,https://www.flipkart.com/product/p/item?pid=COMGCRYGGMZFNSPZ,HP Pavilion Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15-EG2009TU Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/kzogn0w0/computer/o/3/6/15-eg1000tx-thin-and-light-laptop-hp-original-imagbn4b6ht9xznp.jpeg?q=70,Core i5,12th Gen,Max Turbo Frequency Upto 4.4 GHz,512 GB,8 GB,Intel Integrated Iris Xe,,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,,"63,750"
COMGH47NZUGAJECQ,https://www.flipkart.com/product/p/item?pid=COMGH47NZUGAJECQ,HP Envy x360 Creator OLED Eyesafe Intel Evo Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home) 15-ew0048TU Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/w/p/3/15-ew0043tu-thin-and-light-laptop-hp-original-imaghrgttxtdcnfy.jpeg?q=70,Core i7,12th Gen,3.5 GHz upto max turbo frequency at 4.4 Ghz,1 TB,16 GB,Intel Integrated Iris Xe,,Yes,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"1,08,990"
COMGKC6YHQF2HQRB,https://www.flipkart.com/product/p/item?pid=COMGKC6YHQF2HQRB,Lenovo Legion 5 Pro Intel Core i7 11th Gen - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070) 16ITH6H Gaming Laptop,https://rukminim1.flixcart.com/image/416/416/l29c9e80/computer/y/w/r/15ach6h-laptop-lenovo-original-imagdn94ehpsyjkw.jpeg?q=70,Core i7,11th Gen,2.3 GHz with Max Turbo Boost Frequency Up to 4.70 GHz,1 TB,32 GB,NVIDIA GeForce RTX 3070,8 GB,No,40.64 cm (16 Inch),2560 x 1600 Pixel,,"1,94,990"
COMGCTAAQDZYVH63,https://www.flipkart.com/product/p/item?pid=COMGCTAAQDZYVH63,DELL Inspiron 3000 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 3511 Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/l16rde80/computer/p/4/i/inspiron-3511-thin-and-light-laptop-dell-original-imagctygxz8x6hnx.jpeg?q=70,Core i3,11th Gen,4.1,512 GB,8 GB,Intel Integrated Intel UHD Graphics,,No,39.62 cm (15.6 Inch),1920x 1080$$Pixels pixel,,"39,700"
COMGG63HWNMXZKDF,https://www.flipkart.com/product/p/item?pid=COMGG63HWNMXZKDF,HP 15s Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 15s-fq5112TU Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/y/l/e/-original-imagp8xz5bfrpzvz.jpeg?q=70,Core i5,12th Gen,"1.3 GHz upto Max 4.4 GHz,",512 GB,16 GB,Intel Integrated Iris Xe,,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,,"61,490"
COMGMM3HVVKFTAXZ,https://www.flipkart.com/product/p/item?pid=COMGMM3HVVKFTAXZ,Infinix INBook Y1 Plus Intel Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL28 Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/p/c/4/-original-imagmxurypdzh2zb.jpeg?q=70,Core i3,10th Gen,"Base Frequency 1.2 GHz, Max Turbo Frequency at 3.4 GHz",512 GB,8 GB,Intel Integrated UHD,,No,39.62 cm (15.6 inch),1920 x 1080 Pixels,60 Hz,"29,990"
COMGZDQJHTXRYMWQ,https://www.flipkart.com/product/p/item?pid=COMGZDQJHTXRYMWQ,ASUS Zenbook 14 Flip OLED (2023) Intel EVO P-Series Core i7 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) UP3404VA-KN742WS 2 in 1 Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/y/k/e/up3404va-kn542ws-thin-and-light-laptop-asus-original-imagzhka7c34dpch.jpeg?q=70,Core i7,13th Gen,Upto 5.00GHz,512 GB,16 GB,Intel Integrated Integrated,,Yes,35.56 cm (14 Inch),2880 x 1800 Pixel,90 Hz,"1,24,990"
COMG7X7HZUE3M2HP,https://www.flipkart.com/product/p/item?pid=COMG7X7HZUE3M2HP,APPLE 2021 Macbook Pro M1 Max - (32 GB/1 TB SSD/Mac OS Monterey) MK1A3HN/A,https://rukminim1.flixcart.com/image/416/416/kuyf8nk0/computer/3/n/s/mk183hn-a-laptop-apple-original-imag7yzkbgbwvwq3.jpeg?q=70,M1 Max,,,1 TB,32 GB,NA,,No,41.15 cm (16.2 inch),3456 x 2234 Pixel,,"3,09,490"
COMGKC6YZAXJVCDF,https://www.flipkart.com/product/p/item?pid=COMGKC6YZAXJVCDF,Lenovo Legion 5 Pro Ryzen 7 Octa Core 5800H - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070) 16ACH6H Gaming Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/e/k/3/16ach6h-gaming-laptop-lenovo-original-imaghnqmmbu84dyf.jpeg?q=70,Ryzen 7 Octa Core,,3.2 GHz upto max turbo frequency at 4.4 Ghz,1 TB,32 GB,NVIDIA GeForce RTX 3070,8 GB,No,40.64 cm (16 Inch),2560 x 1600 Pixel,,"1,81,990"
COMGMV6VYXUTXXBD,https://www.flipkart.com/product/p/item?pid=COMGMV6VYXUTXXBD,MSI Core i7 13th Gen - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 4060) Stealth 16 Studio A13VF-023IN Gaming Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/b/p/3/stealth-16-studio-a13vf-023in-gaming-laptop-msi-original-imagnjyw4havgjgz.jpeg?q=70,Core i7,13th Gen,Max turbo frequency at 5.0 Ghz,1 TB,32 GB,NVIDIA GeForce RTX 4060,8 GB,No,40.64 cm (16 Inch),2560 x 1600 Pixel,,"2,19,990"
COMG87FPKWXY5FYZ,https://www.flipkart.com/product/p/item?pid=COMG87FPKWXY5FYZ,HP Pavilion Intel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14-dv1000TU Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/z/8/h/-original-imagp8xzfmgksp5z.jpeg?q=70,Core i5,11th Gen,4.0 GHz,512 GB,8 GB,Intel Integrated Intel Iris Xe Graphics,,No,35.56 cm (14 inch),1920 x 1080 Pixel,,"60,990"
COMGZS9GYMHMGDT6,https://www.flipkart.com/product/p/item?pid=COMGZS9GYMHMGDT6,Acer Predator Neo (2023) Core i7 13th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 4050) PHN16-71-74L7 Gaming Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/x/r/d/-original-imagp7w2wgf5ense.jpeg?q=70,Core i7,13th Gen,1.50 GHz up to 5.00 GHz,1 TB,16 GB,NVIDIA GeForce RTX 4050,6 GB,No,40.64 cm (16 Inch),1920 x 1200 Pixel,,"1,29,990"
COMFSYCP3287MGHH,https://www.flipkart.com/product/p/item?pid=COMFSYCP3287MGHH,MSI Prestige 14 Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) Prestige 14 A10RAS-097IN Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/kawtvgw0/computer/g/h/h/msi-na-thin-and-light-laptop-original-imafsdbjzkxx2ssf.jpeg?q=70,Core i7,10th Gen,1.8 GHz with Turbo Boost Upto 4.9 GHz,512 GB,16 GB,NVIDIA GeForce MX330,2 GB,No,35.56 cm (14 inch),1920 x 1080 Pixel,,"72,500"
COMG69G2FNSS2MB2,https://www.flipkart.com/product/p/item?pid=COMG69G2FNSS2MB2,Acer Aspire 5 Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) A515-56 Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/knhsgi80/computer/u/y/4/na-thin-and-light-laptop-acer-original-imag25zfahpqmyjm.jpeg?q=70,Core i5,11th Gen,"Base Frequency 2.40 GHz, Max Turbo Boost Frequency Up to 4.20 GHz",256 GB,8 GB,Intel Integrated Iris Xe,,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,,"60,130"
COMGFYQZBARGUZFK,https://www.flipkart.com/product/p/item?pid=COMGFYQZBARGUZFK,ASUS ROG Flow Z13 (2022) Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/120 Hz) GZ301ZC-LD123WS Gaming Laptop,https://rukminim1.flixcart.com/image/416/416/l4n2oi80/computer/i/g/f/-original-imagfhpzm88zjzyc.jpeg?q=70,Core i7,12th Gen,2.3 GHz GHz with Max Turbo Boost Frequency Up to 4.70 GHz,512 GB,16 GB,NVIDIA GeForce RTX 3050,4 GB,Yes,34.04 cm (13.4 Inch),1920 x 1200 Pixel,120 Hz,"1,24,990"
COMGHF6JXABTUWUR,https://www.flipkart.com/product/p/item?pid=COMGHF6JXABTUWUR,ASUS Vivobook 14 Touchscreen Intel P-Series Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) X1402ZA-MW512WS Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/p/j/m/-original-imagpxgqs3zvkmgg.jpeg?q=70,Core i5,12th Gen,"Base Clock 3.30 Ghz, Max Turbo Boost Frequency Up to 4.40 GHz",512 GB,16 GB,Intel Integrated Iris Xe,,Yes,35.56 cm (14 Inch),1920 x 1080 Pixel,,"62,990"
COMFXEKMT6ZFJKHG,https://www.flipkart.com/product/p/item?pid=COMFXEKMT6ZFJKHG,APPLE 2020 Macbook Air M1 - (8 GB/512 GB SSD/Mac OS Big Sur) MGNE3HN/A,https://rukminim1.flixcart.com/image/416/416/khdqnbk0/computer/s/2/g/apple-original-imafxfyqykyghjg6.jpeg?q=70,M1,,,512 GB,8 GB,NA,,No,33.78 cm (13.3 inch),2560 x 1600 Pixel,,"1,09,990"
COMGMFWMY5HCFPXF,https://www.flipkart.com/product/p/item?pid=COMGMFWMY5HCFPXF,HP Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15s-du3595TU Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/s/l/k/hp-laptop-15s-du3595tu-intel-core-i3-1125g4-8gb-ram-256gb-ssd-original-imagmemfezehb4xh.jpeg?q=70,Core i3,11th Gen,2.00 GHz Upto 3.7 GHz,256 GB,8 GB,Intel Integrated UHD,,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"38,990"
COMGGYEBRKPEHQKF,https://www.flipkart.com/product/p/item?pid=COMGGYEBRKPEHQKF,HP Victus Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) 15-fb0050AX Gaming Laptop,https://rukminim1.flixcart.com/image/416/416/l5bd5zk0/computer/l/e/k/15-fb0040ax-gaming-laptop-hp-original-imaggyuezf9qtypd.jpeg?q=70,Ryzen 5 Hexa Core,,Up to 4.2 GHz,512 GB,8 GB,NVIDIA GeForce RTX 3050,4 GB,No,39.62 cm (15.6 inch),1920 x 1080 Pixels,,"67,999"
COMFTC4YDDK9K8KE,https://www.flipkart.com/product/p/item?pid=COMFTC4YDDK9K8KE,ALIENWARE Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 2070) m15R3 Gaming Laptop,https://rukminim1.flixcart.com/image/416/416/kcauaa80/computer/8/k/e/alienware-original-imaftgn37g4vzqmy.jpeg?q=70,Core i7,10th Gen,2.6 GHz with Turbo Boost Upto 5 GHz,1 TB,16 GB,NVIDIA GeForce RTX 2070,8 GB,No,39.62 cm (15.6 inch),3840 x 2160 Pixel,,"2,50,000"
COMGEHP5MQDBZZPG,https://www.flipkart.com/product/p/item?pid=COMGEHP5MQDBZZPG,Infinix X1 Slim Series Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL21 Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/l44hyfk0/computer/l/a/w/-original-imagf39qgu4qjmgk.jpeg?q=70,Core i5,10th Gen,1.0 GHz upto Max Turbo Frequency at 3.6 GHz,512 GB,8 GB,Intel Integrated UHD Graphics,,No,35.56 cm (14 Inch),1920 x 1080 Pixel,,"37,990"
COMGNRNU9SEPEMQV,https://www.flipkart.com/product/p/item?pid=COMGNRNU9SEPEMQV,ASUS Vivobook Pro 15 Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/144 Hz) M6500QC-HN741WS Creator Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/d/k/k/-original-imagqkqnb2fpbhyb.jpeg?q=70,Ryzen 7 Octa Core,,3.2GHz upto max turbo frequency at 4.4 GHz,512 GB,16 GB,NVIDIA GeForce RTX 3050,4 GB,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,144 Hz,"72,990"
COMGFG9VQ6PYGZR4,https://www.flipkart.com/product/p/item?pid=COMGFG9VQ6PYGZR4,ASUS VivoBook Ultra Ryzen 7 Octa Core AMD R7-5700U - (8 GB/512 GB SSD/Windows 10 Home) KM413UA-EB703TS Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/o/b/q/-original-imagpxgruqwqpyy4.jpeg?q=70,Ryzen 7 Octa Core,,1.8 GHz with Turbo Frequency Upto 4.3 GHz,512 GB,8 GB,AMD Radeon,,No,35.56 cm (14 inch),1920 x 1080 Pixels,,"57,990"
COMG8N5PQMTQPXW8,https://www.flipkart.com/product/p/item?pid=COMG8N5PQMTQPXW8,ASUS ROG Strix G15 Ryzen 9 Octa Core AMD R9-5900HX - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti/144 Hz) G513QE-HN166TS Gaming Laptop,https://rukminim1.flixcart.com/image/416/416/l3vxbbk0/computer/g/u/y/-original-imagewgtfgzf8fdd.jpeg?q=70,Ryzen 9 Octa Core,,Max Boost Frequency Upto 4.6 GHz,512 GB,16 GB,NVIDIA GeForce RTX 3050 Ti,4 GB,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,144 Hz,"1,04,990"
COMGZ4PN887FWHBP,https://www.flipkart.com/product/p/item?pid=COMGZ4PN887FWHBP,MSI Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) GF63 Thin 11UC-1297IN Gaming Laptop,https://rukminim1.flixcart.com/image/416/416/l2qhjm80/computer/l/t/g/gf63-thin-11uc-867in-gaming-laptop-msi-original-imageyk5hzuthuyf.jpeg?q=70,Core i5,11th Gen,2.7Ghz upto 4.5 GHz,256 GB,8 GB,NVIDIA GeForce RTX 3050,4 GB,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"59,990"
COMGZNSBRQGFT9ZW,https://www.flipkart.com/product/p/item?pid=COMGZNSBRQGFT9ZW,HP 15s (2023) Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) 15-fc0031AU Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/c/w/5/-original-imagpecqk6gdp9dh.jpeg?q=70,Ryzen 5 Quad Core,,2.8GHz Upto 4.3GHz,512 GB,16 GB,AMD Radeon AMD,,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"56,999"
